name,URL,desired_price
Epomaker_bluetooth_keyboard,https://www.amazon.com/EPOMAKER-Mechanical-Swappable-Five-Layer-Bluetooth/dp/B0CTYBLDH1/ref=sr_1_2_sspa?dib=eyJ2IjoiMSJ9.uZ8KsR3hhxbzFAySRlgxPDZydbtMNFd2fXl6Tgf3v0aG9fO_nxbEzN-OR5WCSQk-WNZGQarWU5pqMMG1gWnBPi8-MMX9lZMqiJNU0OIzBNDQIssXSkXiNnker366il4i0RxueoBYPVD0Yfvqww1CYA7FcSjP2eucjPxHljNKvjD_Kw34eifGQvEVbThyHrXKbrkduMvKdzb9exSDVXnEYq4ms2v6SlQ6EEwvX1e_h38.aW8a-PW6Ba-MiujLa0y_a5dtR9UvNQSKox2M6U6_kVU&dib_tag=se&keywords=epomaker+keyboard&qid=1721621919&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,70
Epomaker_bluetooth_keyboard_blue,https://www.amazon.com/dp/B0CW8QXZ19/ref=sspa_dk_detail_0?pd_rd_i=B0CNT61VMZ&pd_rd_w=hMwxU&content-id=amzn1.sym.36d4fe03-2814-4a0b-86e2-d1e3d3071509&pf_rd_p=36d4fe03-2814-4a0b-86e2-d1e3d3071509&pf_rd_r=42E1YTKQHFZTXP3059T8&pd_rd_wg=Yea2B&pd_rd_r=8426f6c4-14a6-4428-bae6-1b088a55c818&s=pc&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&th=1,70
